source_batch,scenario,seed,winner,is_allstar,player,model_label,provider,model,architecture,role,faction,team_win,alive_final,messages_spoken,votes_cast,votes_received,role_claims,false_role_claims
batch_allstar,allstar_holy_grail_rotation_2,10202,good,1,Finley,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,3,3,1,0,0
batch_allstar,allstar_holy_grail_rotation_2,10202,good,1,Gray,Mafia Gemma GGUF Q8,modal_gguf,Alfaxad/mafia-gemma-4-12B-it-gguf,holy_grail,Doctor,good,1,1,2,3,1,2,0
batch_allstar,allstar_holy_grail_rotation_3,10203,good,1,Ariel,GPT-5-mini,openai,gpt-5-mini,holy_grail,Detective,good,1,1,2,2,3,2,0
batch_allstar,allstar_holy_grail_rotation_3,10203,good,1,Blake,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Villager,good,1,1,2,2,0,0,0
batch_allstar,allstar_holy_grail_rotation_3,10203,good,1,Casey,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Mafia,mafia,0,0,1,2,4,0,0
batch_allstar,allstar_holy_grail_rotation_3,10203,good,1,Devon,Gemini 2.5 Pro OSV,osv_gateway,vertex_ai/gemini-2.5-pro,holy_grail,Villager,good,1,1,1,2,0,0,0
batch_allstar,allstar_holy_grail_rotation_3,10203,good,1,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Doctor,good,1,1,1,2,0,1,0
batch_allstar,allstar_holy_grail_rotation_3,10203,good,1,Finley,Mafia Gemma GGUF Q8,modal_gguf,Alfaxad/mafia-gemma-4-12B-it-gguf,holy_grail,Villager,good,1,0,0,0,0,0,0
batch_allstar,allstar_holy_grail_rotation_3,10203,good,1,Gray,GPT-5 medium,openai,gpt-5,holy_grail,Mafia,mafia,0,0,1,1,4,1,1
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10105,good,0,Ariel,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Doctor,good,1,1,1,2,3,1,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10105,good,0,Blake,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,2,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10105,good,0,Casey,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,2,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10105,good,0,Devon,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Detective,good,1,1,1,2,0,1,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10105,good,0,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,0,0,0,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10105,good,0,Finley,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Mafia,mafia,0,0,1,2,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10105,good,0,Gray,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Mafia,mafia,0,0,0,1,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10107,good,0,Ariel,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,2,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10107,good,0,Blake,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,2,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10107,good,0,Casey,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Mafia,mafia,0,0,1,2,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10107,good,0,Devon,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Detective,good,1,1,1,2,3,1,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10107,good,0,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Doctor,good,1,1,1,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10107,good,0,Finley,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,0,0,0,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10107,good,0,Gray,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Mafia,mafia,0,0,1,1,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gemini_2_5_pro_osv_mafia_holy_grail_moderated_quality_ttt,10109,good,0,Ariel,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,3,3,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gemini_2_5_pro_osv_mafia_holy_grail_moderated_quality_ttt,10109,good,0,Blake,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Detective,good,1,0,1,1,2,1,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gemini_2_5_pro_osv_mafia_holy_grail_moderated_quality_ttt,10109,good,0,Casey,Gemini 2.5 Pro OSV,osv_gateway,vertex_ai/gemini-2.5-pro,holy_grail,Mafia,mafia,0,0,3,3,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gemini_2_5_pro_osv_mafia_holy_grail_moderated_quality_ttt,10109,good,0,Devon,Gemini 2.5 Pro OSV,osv_gateway,vertex_ai/gemini-2.5-pro,holy_grail,Mafia,mafia,0,0,1,2,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gemini_2_5_pro_osv_mafia_holy_grail_moderated_quality_ttt,10109,good,0,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,2,3,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gemini_2_5_pro_osv_mafia_holy_grail_moderated_quality_ttt,10109,good,0,Finley,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Doctor,good,1,1,2,3,4,2,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gemini_2_5_pro_osv_mafia_holy_grail_moderated_quality_ttt,10109,good,0,Gray,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,0,0,1,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5_medium_mafia_holy_grail_moderated_quality_ttt,10101,mafia,0,Ariel,GPT-5 medium,openai,gpt-5,holy_grail,Mafia,mafia,1,1,2,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5_medium_mafia_holy_grail_moderated_quality_ttt,10101,mafia,0,Blake,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,0,0,2,2,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5_medium_mafia_holy_grail_moderated_quality_ttt,10101,mafia,0,Casey,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Doctor,good,0,0,1,2,6,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5_medium_mafia_holy_grail_moderated_quality_ttt,10101,mafia,0,Devon,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Detective,good,0,1,1,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5_medium_mafia_holy_grail_moderated_quality_ttt,10101,mafia,0,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,0,1,1,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5_medium_mafia_holy_grail_moderated_quality_ttt,10101,mafia,0,Finley,GPT-5 medium,openai,gpt-5,holy_grail,Mafia,mafia,1,1,1,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5_medium_mafia_holy_grail_moderated_quality_ttt,10101,mafia,0,Gray,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,0,0,0,1,3,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5mini_mafia_holy_grail_moderated_quality_ttt,10103,good,0,Ariel,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,3,3,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5mini_mafia_holy_grail_moderated_quality_ttt,10103,good,0,Blake,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Doctor,good,1,1,3,3,3,2,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5mini_mafia_holy_grail_moderated_quality_ttt,10103,good,0,Casey,GPT-5-mini,openai,gpt-5-mini,holy_grail,Mafia,mafia,0,0,2,2,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5mini_mafia_holy_grail_moderated_quality_ttt,10103,good,0,Devon,GPT-5-mini,openai,gpt-5-mini,holy_grail,Mafia,mafia,0,0,2,3,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5mini_mafia_holy_grail_moderated_quality_ttt,10103,good,0,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,1,2,3,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5mini_mafia_holy_grail_moderated_quality_ttt,10103,good,0,Finley,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Villager,good,1,0,0,1,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_good_holy_grail_vs_gpt5mini_mafia_holy_grail_moderated_quality_ttt,10103,good,0,Gray,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Detective,good,1,0,0,1,3,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_opus_4_8_good_holy_grail_moderated_quality_ttt,10104,good,0,Ariel,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Villager,good,1,1,3,4,2,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_opus_4_8_good_holy_grail_moderated_quality_ttt,10104,good,0,Blake,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,0,0,2,3,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_opus_4_8_good_holy_grail_moderated_quality_ttt,10104,good,0,Casey,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,0,0,3,4,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_opus_4_8_good_holy_grail_moderated_quality_ttt,10104,good,0,Devon,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Detective,good,1,0,1,2,4,1,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_opus_4_8_good_holy_grail_moderated_quality_ttt,10104,good,0,Emery,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Villager,good,1,1,3,4,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_opus_4_8_good_holy_grail_moderated_quality_ttt,10104,good,0,Finley,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Doctor,good,1,1,3,4,4,3,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_opus_4_8_good_holy_grail_moderated_quality_ttt,10104,good,0,Gray,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Villager,good,1,0,0,1,3,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_sonnet_4_6_good_holy_grail_moderated_quality_ttt,10106,mafia,0,Ariel,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Villager,good,0,1,2,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_sonnet_4_6_good_holy_grail_moderated_quality_ttt,10106,mafia,0,Blake,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Villager,good,0,0,2,2,2,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_sonnet_4_6_good_holy_grail_moderated_quality_ttt,10106,mafia,0,Casey,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Villager,good,0,0,1,1,5,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_sonnet_4_6_good_holy_grail_moderated_quality_ttt,10106,mafia,0,Devon,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Doctor,good,0,1,1,2,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_sonnet_4_6_good_holy_grail_moderated_quality_ttt,10106,mafia,0,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,1,1,1,2,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_sonnet_4_6_good_holy_grail_moderated_quality_ttt,10106,mafia,0,Finley,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Detective,good,0,0,0,0,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_claude_sonnet_4_6_good_holy_grail_moderated_quality_ttt,10106,mafia,0,Gray,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,1,1,0,2,2,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gemini_2_5_pro_osv_good_holy_grail_moderated_quality_ttt,10108,good,0,Ariel,Gemini 2.5 Pro OSV,osv_gateway,vertex_ai/gemini-2.5-pro,holy_grail,Detective,good,1,0,2,2,2,1,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gemini_2_5_pro_osv_good_holy_grail_moderated_quality_ttt,10108,good,0,Blake,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,0,0,3,3,2,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gemini_2_5_pro_osv_good_holy_grail_moderated_quality_ttt,10108,good,0,Casey,Gemini 2.5 Pro OSV,osv_gateway,vertex_ai/gemini-2.5-pro,holy_grail,Villager,good,1,1,2,3,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gemini_2_5_pro_osv_good_holy_grail_moderated_quality_ttt,10108,good,0,Devon,Gemini 2.5 Pro OSV,osv_gateway,vertex_ai/gemini-2.5-pro,holy_grail,Villager,good,1,1,2,3,2,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gemini_2_5_pro_osv_good_holy_grail_moderated_quality_ttt,10108,good,0,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,0,0,1,2,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gemini_2_5_pro_osv_good_holy_grail_moderated_quality_ttt,10108,good,0,Finley,Gemini 2.5 Pro OSV,osv_gateway,vertex_ai/gemini-2.5-pro,holy_grail,Doctor,good,1,0,0,1,3,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gemini_2_5_pro_osv_good_holy_grail_moderated_quality_ttt,10108,good,0,Gray,Gemini 2.5 Pro OSV,osv_gateway,vertex_ai/gemini-2.5-pro,holy_grail,Villager,good,1,0,0,1,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5_medium_good_holy_grail_moderated_quality_ttt,10100,good,0,Ariel,GPT-5 medium,openai,gpt-5,holy_grail,Villager,good,1,1,2,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5_medium_good_holy_grail_moderated_quality_ttt,10100,good,0,Blake,GPT-5 medium,openai,gpt-5,holy_grail,Villager,good,1,1,1,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5_medium_good_holy_grail_moderated_quality_ttt,10100,good,0,Casey,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,0,0,1,1,5,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5_medium_good_holy_grail_moderated_quality_ttt,10100,good,0,Devon,GPT-5 medium,openai,gpt-5,holy_grail,Doctor,good,1,1,1,2,3,1,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5_medium_good_holy_grail_moderated_quality_ttt,10100,good,0,Emery,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,0,0,1,2,5,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5_medium_good_holy_grail_moderated_quality_ttt,10100,good,0,Finley,GPT-5 medium,openai,gpt-5,holy_grail,Detective,good,1,1,1,2,0,1,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5_medium_good_holy_grail_moderated_quality_ttt,10100,good,0,Gray,GPT-5 medium,openai,gpt-5,holy_grail,Villager,good,1,1,1,2,0,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5mini_good_holy_grail_moderated_quality_ttt,10102,good,0,Ariel,GPT-5-mini,openai,gpt-5-mini,holy_grail,Villager,good,1,1,4,4,2,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5mini_good_holy_grail_moderated_quality_ttt,10102,good,0,Blake,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,0,0,2,3,5,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5mini_good_holy_grail_moderated_quality_ttt,10102,good,0,Casey,GPT-5-mini,openai,gpt-5-mini,holy_grail,Detective,good,1,0,1,2,2,1,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5mini_good_holy_grail_moderated_quality_ttt,10102,good,0,Devon,GPT-5-mini,openai,gpt-5-mini,holy_grail,Doctor,good,1,1,3,4,5,2,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5mini_good_holy_grail_moderated_quality_ttt,10102,good,0,Emery,GPT-5-mini,openai,gpt-5-mini,holy_grail,Villager,good,1,1,2,4,1,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5mini_good_holy_grail_moderated_quality_ttt,10102,good,0,Finley,Mafia Gemma BF16,modal_transformers,Alfaxad/mafia-gemma-4-12B-it,holy_grail,Mafia,mafia,0,0,3,4,4,0,0
batch_bf16_pairwise,mafia_gemma_bf16_mafia_holy_grail_vs_gpt5mini_good_holy_grail_moderated_quality_ttt,10102,good,0,Gray,GPT-5-mini,openai,gpt-5-mini,holy_grail,Villager,good,1,0,0,1,3,0,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10115,good,0,Ariel,Mafia Gemma GGUF Q8,modal_gguf,Alfaxad/mafia-gemma-4-12B-it-gguf,holy_grail,Doctor,good,1,1,2,3,1,1,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10115,good,0,Blake,Mafia Gemma GGUF Q8,modal_gguf,Alfaxad/mafia-gemma-4-12B-it-gguf,holy_grail,Detective,good,1,1,3,3,3,2,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10115,good,0,Casey,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Mafia,mafia,0,0,2,3,4,0,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10115,good,0,Devon,Mafia Gemma GGUF Q8,modal_gguf,Alfaxad/mafia-gemma-4-12B-it-gguf,holy_grail,Villager,good,1,0,1,1,1,0,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10115,good,0,Emery,Mafia Gemma GGUF Q8,modal_gguf,Alfaxad/mafia-gemma-4-12B-it-gguf,holy_grail,Villager,good,1,0,0,1,3,0,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10115,good,0,Finley,Claude Opus 4.8,anthropic,claude-opus-4-8,holy_grail,Mafia,mafia,0,0,2,2,4,0,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_opus_4_8_mafia_holy_grail_moderated_quality_ttt,10115,good,0,Gray,Mafia Gemma GGUF Q8,modal_gguf,Alfaxad/mafia-gemma-4-12B-it-gguf,holy_grail,Villager,good,1,1,2,3,0,0,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10117,good,0,Ariel,Mafia Gemma GGUF Q8,modal_gguf,Alfaxad/mafia-gemma-4-12B-it-gguf,holy_grail,Villager,good,1,1,2,2,0,0,0
batch_gguf_pairwise,mafia_gemma_gguf_q8_good_holy_grail_vs_claude_sonnet_4_6_mafia_holy_grail_moderated_quality_ttt,10117,good,0,Blake,Claude Sonnet 4.6,anthropic,claude-sonnet-4-6,holy_grail,Mafia,mafia,0,0,1,1,5,0,0
